ensg1	ensg2	score	interaction
ENSG00000100109	ENSG00000272514	0.56	PPI
ENSG00000164483	ENSG00000213204	0.56	PPI
ENSG00000164483	ENSG00000272514	0.56	PPI
ENSG00000149089	ENSG00000213204	0.56	PPI
ENSG00000149089	ENSG00000272514	0.56	PPI
ENSG00000172530	ENSG00000213204	0.56	PPI
ENSG00000172530	ENSG00000272514	0.56	PPI
ENSG00000083290	ENSG00000083290	0.5	PPI
ENSG00000123240	ENSG00000085382	0.69	PPI
ENSG00000177138	ENSG00000161180	0.56	PPI
ENSG00000112559	ENSG00000161180	0.67	PPI
ENSG00000130307	ENSG00000161180	0.56	PPI
ENSG00000166407	ENSG00000155875	0.56	PPI
ENSG00000115661	ENSG00000155875	0.56	PPI
ENSG00000165724	ENSG00000155875	0.56	PPI
ENSG00000140961	ENSG00000155875	0.56	PPI
ENSG00000112559	ENSG00000183137	0.56	PPI
ENSG00000100109	ENSG00000183137	0.56	PPI
ENSG00000107816	ENSG00000183137	0.56	PPI
ENSG00000164975	ENSG00000183137	0.56	PPI
ENSG00000114107	ENSG00000183137	0.56	PPI
ENSG00000182923	ENSG00000183137	0.56	PPI
ENSG00000198883	ENSG00000183137	0.56	PPI
ENSG00000102781	ENSG00000183137	0.56	PPI
ENSG00000174015	ENSG00000158163	0.56	PPI
ENSG00000101624	ENSG00000158163	0.56	PPI
ENSG00000103043	ENSG00000196378	0.56	PPI
ENSG00000196591	ENSG00000167771	0.53	PPI
ENSG00000040608	ENSG00000142687	0.54	PPI
ENSG00000112559	ENSG00000181896	0.56	PPI
ENSG00000272886	ENSG00000151065	0.58	PPI
ENSG00000162624	ENSG00000000457	0.56	PPI
ENSG00000100348	ENSG00000000457	0.56	PPI
ENSG00000139112	ENSG00000000457	0.56	PPI
ENSG00000140009	ENSG00000141456	0.46	PPI
ENSG00000161956	ENSG00000141456	0.6	PPI
ENSG00000065268	ENSG00000141456	0.52	PPI
ENSG00000091831	ENSG00000141456	0.46	PPI
ENSG00000158195	ENSG00000136754	0.71	PPI
ENSG00000139112	ENSG00000163625	0.61	PPI
ENSG00000197769	ENSG00000163625	0.64	PPI
ENSG00000140941	ENSG00000163625	0.71	PPI
ENSG00000057663	ENSG00000163625	0.63	PPI
ENSG00000047932	ENSG00000141052	0.56	PPI
ENSG00000143549	ENSG00000187268	0.56	PPI
ENSG00000068985	ENSG00000177138	0.56	PPI
ENSG00000072958	ENSG00000177138	0.56	PPI
ENSG00000173212	ENSG00000177138	0.56	PPI
ENSG00000175756	ENSG00000177138	0.56	PPI
ENSG00000100348	ENSG00000177138	0.56	PPI
ENSG00000137478	ENSG00000177138	0.56	PPI
ENSG00000196912	ENSG00000177138	0.56	PPI
ENSG00000125531	ENSG00000177138	0.56	PPI
ENSG00000120334	ENSG00000177138	0.56	PPI
ENSG00000164649	ENSG00000177138	0.56	PPI
ENSG00000162777	ENSG00000177138	0.56	PPI
ENSG00000102309	ENSG00000177138	0.56	PPI
ENSG00000148331	ENSG00000177138	0.56	PPI
ENSG00000160753	ENSG00000177138	0.56	PPI
ENSG00000114978	ENSG00000177138	0.56	PPI
ENSG00000138376	ENSG00000177138	0.56	PPI
ENSG00000134453	ENSG00000177138	0.56	PPI
ENSG00000142556	ENSG00000177138	0.56	PPI
ENSG00000136003	ENSG00000177138	0.56	PPI
ENSG00000146618	ENSG00000177138	0.56	PPI
ENSG00000197448	ENSG00000177138	0.56	PPI
ENSG00000105829	ENSG00000177138	0.56	PPI
ENSG00000094880	ENSG00000177138	0.56	PPI
ENSG00000155906	ENSG00000177138	0.56	PPI
ENSG00000143436	ENSG00000177138	0.56	PPI
ENSG00000204209	ENSG00000177138	0.56	PPI
ENSG00000146109	ENSG00000177138	0.56	PPI
ENSG00000179604	ENSG00000177138	0.56	PPI
ENSG00000189042	ENSG00000177138	0.56	PPI
ENSG00000136270	ENSG00000177138	0.56	PPI
ENSG00000182307	ENSG00000177138	0.56	PPI
ENSG00000173581	ENSG00000177138	0.56	PPI
ENSG00000141526	ENSG00000177138	0.56	PPI
ENSG00000104472	ENSG00000177138	0.56	PPI
ENSG00000185787	ENSG00000177138	0.56	PPI
ENSG00000171103	ENSG00000177138	0.56	PPI
ENSG00000083099	ENSG00000177138	0.56	PPI
ENSG00000139131	ENSG00000177138	0.56	PPI
ENSG00000137876	ENSG00000177138	0.56	PPI
ENSG00000047932	ENSG00000177138	0.49	PPI
ENSG00000125775	ENSG00000177138	0.56	PPI
ENSG00000176896	ENSG00000177138	0.56	PPI
ENSG00000258890	ENSG00000177138	0.56	PPI
ENSG00000103528	ENSG00000177138	0.56	PPI
ENSG00000124839	ENSG00000177138	0.56	PPI
ENSG00000197114	ENSG00000177138	0.56	PPI
ENSG00000145990	ENSG00000177138	0.56	PPI
ENSG00000074319	ENSG00000177138	0.56	PPI
ENSG00000155329	ENSG00000177138	0.56	PPI
ENSG00000138780	ENSG00000131746	0.49	PPI
ENSG00000073584	ENSG00000171772	0.56	PPI
ENSG00000173641	ENSG00000171772	0.56	PPI
ENSG00000178750	ENSG00000171772	0.56	PPI
ENSG00000164675	ENSG00000171772	0.56	PPI
ENSG00000064961	ENSG00000171772	0.56	PPI
ENSG00000154839	ENSG00000171772	0.56	PPI
ENSG00000178988	ENSG00000171772	0.56	PPI
ENSG00000140859	ENSG00000171772	0.56	PPI
ENSG00000100865	ENSG00000171772	0.56	PPI
ENSG00000120860	ENSG00000171772	0.56	PPI
ENSG00000074319	ENSG00000171772	0.56	PPI
ENSG00000152240	ENSG00000171772	0.56	PPI
ENSG00000134709	ENSG00000171772	0.56	PPI
ENSG00000174015	ENSG00000171772	0.56	PPI
ENSG00000125826	ENSG00000171772	0.56	PPI
ENSG00000166091	ENSG00000101546	0.56	PPI
ENSG00000116213	ENSG00000163611	0.46	PPI
ENSG00000117155	ENSG00000163611	0.46	PPI
ENSG00000196591	ENSG00000198160	0.64	PPI
ENSG00000204371	ENSG00000198160	0.53	PPI
ENSG00000196329	ENSG00000179564	0.56	PPI
ENSG00000181016	ENSG00000179564	0.56	PPI
ENSG00000186153	ENSG00000164054	0.52	PPI
ENSG00000025039	ENSG00000141564	0.46	PPI
ENSG00000149357	ENSG00000141564	0.53	PPI
ENSG00000096717	ENSG00000141564	0.5	PPI
ENSG00000134248	ENSG00000141564	0.53	PPI
ENSG00000167965	ENSG00000141564	0.59	PPI
ENSG00000124126	ENSG00000141564	0.56	PPI
ENSG00000133706	ENSG00000141564	0.51	PPI
ENSG00000076382	ENSG00000141564	0.58	PPI
ENSG00000116954	ENSG00000141564	0.56	PPI
ENSG00000188186	ENSG00000141564	0.53	PPI
ENSG00000155792	ENSG00000141564	0.58	PPI
ENSG00000204673	ENSG00000141564	0.56	PPI
ENSG00000103852	ENSG00000170037	0.56	PPI
ENSG00000185115	ENSG00000255150	0.57	PPI
ENSG00000176396	ENSG00000255150	0.52	PPI
ENSG00000104067	ENSG00000183153	0.52	PPI
ENSG00000135541	ENSG00000135541	0.52	PPI
ENSG00000096717	ENSG00000158941	0.62	PPI
ENSG00000103043	ENSG00000151470	0.56	PPI
ENSG00000104611	ENSG00000223501	0.56	PPI
ENSG00000065491	ENSG00000223501	0.56	PPI
ENSG00000116922	ENSG00000223501	0.56	PPI
ENSG00000175104	ENSG00000223501	0.56	PPI
ENSG00000181852	ENSG00000223501	0.56	PPI
ENSG00000160948	ENSG00000223501	0.56	PPI
ENSG00000100554	ENSG00000223501	0.56	PPI
ENSG00000168118	ENSG00000223501	0.56	PPI
ENSG00000135604	ENSG00000223501	0.56	PPI
ENSG00000111641	ENSG00000223501	0.56	PPI
ENSG00000136925	ENSG00000223501	0.56	PPI
ENSG00000168286	ENSG00000223501	0.56	PPI
ENSG00000162526	ENSG00000223501	0.56	PPI
ENSG00000170759	ENSG00000223501	0.56	PPI
ENSG00000146007	ENSG00000223501	0.56	PPI
ENSG00000176896	ENSG00000223501	0.56	PPI
ENSG00000136935	ENSG00000223501	0.56	PPI
ENSG00000174547	ENSG00000223501	0.56	PPI
ENSG00000010165	ENSG00000223501	0.56	PPI
ENSG00000152240	ENSG00000223501	0.56	PPI
ENSG00000100348	ENSG00000223501	0.56	PPI
ENSG00000116478	ENSG00000143373	0.53	PPI
ENSG00000177885	ENSG00000128512	0.55	PPI
ENSG00000198890	ENSG00000172673	0.51	PPI
ENSG00000099282	ENSG00000181392	0.56	PPI
ENSG00000121542	ENSG00000181392	0.56	PPI
ENSG00000166002	ENSG00000181392	0.56	PPI
ENSG00000062725	ENSG00000119943	0.56	PPI
ENSG00000174903	ENSG00000198853	0.57	PPI
ENSG00000164252	ENSG00000164252	0.55	PPI
ENSG00000173406	ENSG00000159208	0.56	PPI
ENSG00000102977	ENSG00000175489	0.51	PPI
ENSG00000107816	ENSG00000115295	0.56	PPI
ENSG00000178150	ENSG00000115295	0.56	PPI
ENSG00000176049	ENSG00000115295	0.6	PPI
ENSG00000140859	ENSG00000115295	0.56	PPI
ENSG00000092964	ENSG00000100139	0.46	PPI
ENSG00000174483	ENSG00000163093	0.71	PPI
ENSG00000125124	ENSG00000163093	0.53	PPI
ENSG00000140463	ENSG00000163093	0.64	PPI
ENSG00000180008	ENSG00000072415	0.49	PPI
ENSG00000137693	ENSG00000072415	0.6	PPI
ENSG00000108055	ENSG00000101972	0.88	PPI
ENSG00000160075	ENSG00000101972	0.58	PPI
ENSG00000083642	ENSG00000101972	0.56	PPI
ENSG00000141510	ENSG00000174989	0.53	PPI
ENSG00000171346	ENSG00000158423	0.56	PPI
ENSG00000204713	ENSG00000158423	0.56	PPI
ENSG00000121481	ENSG00000163602	0.56	PPI
ENSG00000082701	ENSG00000100503	0.67	PPI
ENSG00000087302	ENSG00000100503	0.56	PPI
ENSG00000185122	ENSG00000141503	0.54	PPI
ENSG00000152219	ENSG00000179674	0.54	PPI
ENSG00000130307	ENSG00000159214	0.56	PPI
ENSG00000094880	ENSG00000159214	0.56	PPI
ENSG00000123810	ENSG00000196659	0.53	PPI
ENSG00000176896	ENSG00000177685	0.56	PPI
ENSG00000161609	ENSG00000244045	0.56	PPI
ENSG00000160062	ENSG00000158805	0.67	PPI
ENSG00000117475	ENSG00000197114	0.56	PPI
ENSG00000138100	ENSG00000197114	0.56	PPI
ENSG00000140859	ENSG00000197114	0.67	PPI
ENSG00000117155	ENSG00000197114	0.67	PPI
ENSG00000160062	ENSG00000197114	0.56	PPI
ENSG00000107816	ENSG00000197114	0.56	PPI
ENSG00000151338	ENSG00000197114	0.56	PPI
ENSG00000161405	ENSG00000197114	0.56	PPI
ENSG00000185482	ENSG00000197114	0.56	PPI
ENSG00000106305	ENSG00000197114	0.56	PPI
ENSG00000104964	ENSG00000197114	0.56	PPI
ENSG00000100109	ENSG00000197114	0.56	PPI
ENSG00000114107	ENSG00000197114	0.56	PPI
ENSG00000170788	ENSG00000197114	0.56	PPI
ENSG00000067596	ENSG00000101882	0.51	PPI
ENSG00000134597	ENSG00000101882	0.51	PPI
ENSG00000198553	ENSG00000198553	0.72	PPI
ENSG00000087338	ENSG00000143409	0.56	PPI
ENSG00000092200	ENSG00000164967	0.56	PPI
ENSG00000116584	ENSG00000164967	0.56	PPI
ENSG00000176903	ENSG00000164967	0.56	PPI
ENSG00000090487	ENSG00000171953	0.6	PPI
ENSG00000147596	ENSG00000171953	0.67	PPI
ENSG00000107816	ENSG00000171953	0.56	PPI
ENSG00000164330	ENSG00000171953	0.56	PPI
ENSG00000144283	ENSG00000171953	0.56	PPI
ENSG00000110955	ENSG00000171953	0.56	PPI
ENSG00000093167	ENSG00000171953	0.56	PPI
ENSG00000072201	ENSG00000171953	0.56	PPI
ENSG00000176903	ENSG00000162222	0.56	PPI
ENSG00000161609	ENSG00000171135	0.56	PPI
ENSG00000157613	ENSG00000171135	0.56	PPI
ENSG00000172243	ENSG00000171135	0.56	PPI
ENSG00000095066	ENSG00000140481	0.51	PPI
ENSG00000072401	ENSG00000022840	0.49	PPI
ENSG00000092330	ENSG00000100379	0.51	PPI
ENSG00000100379	ENSG00000100379	0.51	PPI
ENSG00000115255	ENSG00000051009	0.67	PPI
ENSG00000204371	ENSG00000155640	0.56	PPI
ENSG00000099968	ENSG00000180089	0.56	PPI
ENSG00000140365	ENSG00000173163	0.62	PPI
ENSG00000169019	ENSG00000173163	0.56	PPI
ENSG00000116478	ENSG00000181472	0.53	PPI
ENSG00000116667	ENSG00000136048	0.56	PPI
ENSG00000162692	ENSG00000149532	0.53	PPI
ENSG00000125449	ENSG00000149532	0.56	PPI
ENSG00000161981	ENSG00000149532	0.56	PPI
ENSG00000063244	ENSG00000149532	0.51	PPI
ENSG00000062725	ENSG00000174500	0.56	PPI
ENSG00000181392	ENSG00000169826	0.56	PPI
ENSG00000004487	ENSG00000164483	0.51	PPI
ENSG00000048540	ENSG00000164483	0.56	PPI
ENSG00000118518	ENSG00000161609	0.56	PPI
ENSG00000105617	ENSG00000161609	0.56	PPI
ENSG00000175352	ENSG00000161609	0.56	PPI
ENSG00000170290	ENSG00000161609	0.56	PPI
ENSG00000141002	ENSG00000161609	0.56	PPI
ENSG00000157227	ENSG00000161609	0.56	PPI
ENSG00000258643	ENSG00000161609	0.56	PPI
ENSG00000009790	ENSG00000161609	0.56	PPI
ENSG00000129473	ENSG00000161609	0.56	PPI
ENSG00000156284	ENSG00000161609	0.56	PPI
ENSG00000147378	ENSG00000161609	0.56	PPI
ENSG00000170264	ENSG00000161609	0.56	PPI
ENSG00000166170	ENSG00000161609	0.56	PPI
ENSG00000163900	ENSG00000161609	0.56	PPI
ENSG00000143641	ENSG00000161609	0.56	PPI
ENSG00000136156	ENSG00000161609	0.56	PPI
ENSG00000158014	ENSG00000161609	0.56	PPI
ENSG00000128654	ENSG00000161609	0.56	PPI
ENSG00000155506	ENSG00000161609	0.56	PPI
ENSG00000166002	ENSG00000161609	0.56	PPI
ENSG00000143994	ENSG00000161609	0.56	PPI
ENSG00000214253	ENSG00000161609	0.56	PPI
ENSG00000137648	ENSG00000161609	0.56	PPI
ENSG00000099785	ENSG00000161609	0.56	PPI
ENSG00000151778	ENSG00000161609	0.56	PPI
ENSG00000141977	ENSG00000161609	0.56	PPI
ENSG00000197753	ENSG00000161609	0.56	PPI
ENSG00000127318	ENSG00000142677	0.72	PPI
ENSG00000115041	ENSG00000204936	0.67	PPI
ENSG00000077312	ENSG00000010165	0.56	PPI
ENSG00000212900	ENSG00000101199	0.56	PPI
ENSG00000026025	ENSG00000077463	0.55	PPI
ENSG00000175946	ENSG00000130307	0.56	PPI
ENSG00000143079	ENSG00000130307	0.56	PPI
ENSG00000105617	ENSG00000130307	0.56	PPI
ENSG00000166508	ENSG00000130307	0.56	PPI
ENSG00000170788	ENSG00000130307	0.67	PPI
ENSG00000072121	ENSG00000130307	0.56	PPI
ENSG00000136146	ENSG00000130307	0.56	PPI
ENSG00000116922	ENSG00000130307	0.56	PPI
ENSG00000137171	ENSG00000130307	0.56	PPI
ENSG00000187778	ENSG00000130307	0.56	PPI
ENSG00000178585	ENSG00000130307	0.56	PPI
ENSG00000196417	ENSG00000130307	0.56	PPI
ENSG00000177971	ENSG00000130307	0.56	PPI
ENSG00000133488	ENSG00000130307	0.56	PPI
ENSG00000075391	ENSG00000130307	0.56	PPI
ENSG00000079134	ENSG00000130307	0.56	PPI
ENSG00000162409	ENSG00000130307	0.56	PPI
ENSG00000167565	ENSG00000130307	0.68	PPI
ENSG00000181610	ENSG00000130307	0.56	PPI
ENSG00000104343	ENSG00000130307	0.56	PPI
ENSG00000124019	ENSG00000130307	0.56	PPI
ENSG00000106554	ENSG00000130307	0.49	PPI
ENSG00000143614	ENSG00000130307	0.56	PPI
ENSG00000125898	ENSG00000130307	0.56	PPI
ENSG00000138964	ENSG00000130307	0.56	PPI
ENSG00000198612	ENSG00000130307	0.56	PPI
ENSG00000142686	ENSG00000130307	0.67	PPI
ENSG00000272514	ENSG00000130307	0.56	PPI
ENSG00000130307	ENSG00000130307	0.55	PPI
ENSG00000149262	ENSG00000130307	0.56	PPI
ENSG00000074319	ENSG00000130307	0.56	PPI
ENSG00000152240	ENSG00000130307	0.56	PPI
ENSG00000182791	ENSG00000130307	0.56	PPI
ENSG00000138100	ENSG00000130307	0.56	PPI
ENSG00000213204	ENSG00000130307	0.56	PPI
ENSG00000138663	ENSG00000130307	0.67	PPI
ENSG00000073584	ENSG00000130307	0.56	PPI
ENSG00000127191	ENSG00000197343	0.56	PPI
ENSG00000174015	ENSG00000197343	0.56	PPI
ENSG00000197050	ENSG00000147889	0.64	PPI
ENSG00000142552	ENSG00000163138	0.56	PPI
ENSG00000076604	ENSG00000186150	0.56	PPI
ENSG00000187735	ENSG00000006712	0.58	PPI
ENSG00000118058	ENSG00000006712	0.5	PPI
ENSG00000170142	ENSG00000006712	0.52	PPI
ENSG00000137815	ENSG00000006712	0.71	PPI
ENSG00000166477	ENSG00000006712	0.87	PPI
ENSG00000140395	ENSG00000006712	0.69	PPI
ENSG00000106211	ENSG00000006712	0.51	PPI
ENSG00000112559	ENSG00000197647	0.56	PPI
ENSG00000196290	ENSG00000165626	0.62	PPI
ENSG00000125818	ENSG00000165626	0.49	PPI
ENSG00000175895	ENSG00000165626	0.49	PPI
ENSG00000114107	ENSG00000178175	0.56	PPI
ENSG00000105063	ENSG00000065413	0.6	PPI
ENSG00000119414	ENSG00000065413	0.53	PPI
ENSG00000103043	ENSG00000176896	0.56	PPI
ENSG00000166886	ENSG00000176896	0.56	PPI
ENSG00000173406	ENSG00000176896	0.56	PPI
ENSG00000140859	ENSG00000176896	0.56	PPI
ENSG00000174015	ENSG00000176896	0.56	PPI
ENSG00000187796	ENSG00000176896	0.56	PPI
ENSG00000176903	ENSG00000176896	0.56	PPI
ENSG00000244537	ENSG00000176896	0.56	PPI
ENSG00000144655	ENSG00000176896	0.56	PPI
ENSG00000172977	ENSG00000163795	0.56	PPI
ENSG00000174007	ENSG00000165185	0.56	PPI
ENSG00000156253	ENSG00000165185	0.56	PPI
ENSG00000124019	ENSG00000165185	0.56	PPI
ENSG00000187778	ENSG00000165185	0.56	PPI
ENSG00000136169	ENSG00000152219	0.56	PPI
ENSG00000166848	ENSG00000154380	0.51	PPI
ENSG00000135269	ENSG00000154380	0.54	PPI
ENSG00000107816	ENSG00000173212	0.56	PPI
ENSG00000185482	ENSG00000173212	0.56	PPI
ENSG00000136146	ENSG00000173212	0.56	PPI
ENSG00000168646	ENSG00000178171	0.5	PPI
ENSG00000162692	ENSG00000055950	0.53	PPI
ENSG00000205352	ENSG00000179083	0.56	PPI
ENSG00000113595	ENSG00000179083	0.56	PPI
ENSG00000185482	ENSG00000179083	0.56	PPI
ENSG00000131931	ENSG00000179083	0.56	PPI
ENSG00000125775	ENSG00000179083	0.56	PPI
ENSG00000114107	ENSG00000179083	0.56	PPI
ENSG00000182667	ENSG00000160392	0.56	PPI
ENSG00000166170	ENSG00000172530	0.56	PPI
ENSG00000111859	ENSG00000172530	0.67	PPI
ENSG00000141526	ENSG00000172530	0.56	PPI
ENSG00000143442	ENSG00000172530	0.56	PPI
ENSG00000171425	ENSG00000172530	0.56	PPI
ENSG00000048540	ENSG00000172530	0.56	PPI
ENSG00000204382	ENSG00000172530	0.56	PPI
ENSG00000168938	ENSG00000172530	0.56	PPI
ENSG00000204392	ENSG00000172530	0.56	PPI
ENSG00000053702	ENSG00000172530	0.56	PPI
ENSG00000076604	ENSG00000172530	0.56	PPI
ENSG00000125952	ENSG00000172530	0.56	PPI
ENSG00000171847	ENSG00000172530	0.56	PPI
ENSG00000101624	ENSG00000172530	0.56	PPI
ENSG00000157110	ENSG00000172530	0.56	PPI
ENSG00000135537	ENSG00000172530	0.56	PPI
ENSG00000136003	ENSG00000172530	0.56	PPI
ENSG00000123500	ENSG00000172530	0.56	PPI
ENSG00000006659	ENSG00000172530	0.56	PPI
ENSG00000204379	ENSG00000172530	0.56	PPI
ENSG00000156463	ENSG00000172530	0.56	PPI
ENSG00000242259	ENSG00000172530	0.56	PPI
ENSG00000135365	ENSG00000172530	0.56	PPI
ENSG00000167182	ENSG00000172530	0.67	PPI
ENSG00000168477	ENSG00000172530	0.67	PPI
ENSG00000164347	ENSG00000172530	0.56	PPI
ENSG00000137193	ENSG00000172530	0.56	PPI
ENSG00000265763	ENSG00000172530	0.56	PPI
ENSG00000105617	ENSG00000172530	0.56	PPI
ENSG00000180219	ENSG00000172530	0.56	PPI
ENSG00000127328	ENSG00000172530	0.56	PPI
ENSG00000198945	ENSG00000172530	0.56	PPI
ENSG00000160062	ENSG00000175376	0.56	PPI
ENSG00000125775	ENSG00000175376	0.67	PPI
ENSG00000138621	ENSG00000153006	0.56	PPI
ENSG00000125775	ENSG00000153006	0.56	PPI
ENSG00000185482	ENSG00000153006	0.56	PPI
ENSG00000107816	ENSG00000174226	0.56	PPI
ENSG00000101004	ENSG00000154655	0.56	PPI
ENSG00000272804	ENSG00000164675	0.56	PPI
ENSG00000117475	ENSG00000164675	0.56	PPI
ENSG00000138100	ENSG00000164675	0.56	PPI
ENSG00000173421	ENSG00000164675	0.56	PPI
ENSG00000119326	ENSG00000174015	0.56	PPI
ENSG00000116922	ENSG00000174015	0.56	PPI
ENSG00000105072	ENSG00000174015	0.56	PPI
ENSG00000146007	ENSG00000174015	0.56	PPI
ENSG00000258890	ENSG00000174015	0.56	PPI
ENSG00000165792	ENSG00000174015	0.56	PPI
ENSG00000118579	ENSG00000174015	0.56	PPI
ENSG00000171425	ENSG00000174015	0.56	PPI
ENSG00000124074	ENSG00000174015	0.56	PPI
ENSG00000127445	ENSG00000174015	0.56	PPI
ENSG00000135951	ENSG00000174015	0.56	PPI
ENSG00000146112	ENSG00000174015	0.56	PPI
ENSG00000140859	ENSG00000174015	0.56	PPI
ENSG00000105617	ENSG00000174015	0.56	PPI
ENSG00000152240	ENSG00000174015	0.56	PPI
ENSG00000166407	ENSG00000174015	0.56	PPI
ENSG00000094880	ENSG00000174015	0.56	PPI
ENSG00000168763	ENSG00000174015	0.56	PPI
ENSG00000048540	ENSG00000174015	0.56	PPI
ENSG00000106554	ENSG00000174015	0.56	PPI
ENSG00000125449	ENSG00000174015	0.56	PPI
ENSG00000109220	ENSG00000174015	0.56	PPI
ENSG00000164118	ENSG00000174015	0.67	PPI
ENSG00000156795	ENSG00000173838	0.56	PPI
ENSG00000140553	ENSG00000173838	0.56	PPI
ENSG00000264343	ENSG00000144647	0.56	PPI
ENSG00000070495	ENSG00000134748	0.51	PPI
ENSG00000096063	ENSG00000134748	0.59	PPI
ENSG00000125775	ENSG00000134748	0.56	PPI
ENSG00000016082	ENSG00000198546	0.56	PPI
ENSG00000129465	ENSG00000168404	0.64	PPI
ENSG00000119414	ENSG00000139645	0.53	PPI
ENSG00000100239	ENSG00000139645	0.46	PPI
ENSG00000105063	ENSG00000139645	0.6	PPI
ENSG00000047932	ENSG00000152467	0.56	PPI
ENSG00000027869	ENSG00000152467	0.49	PPI
ENSG00000015676	ENSG00000213160	0.5	PPI
ENSG00000101624	ENSG00000196865	0.56	PPI
ENSG00000204308	ENSG00000162144	0.56	PPI
ENSG00000065320	ENSG00000162490	0.54	PPI
ENSG00000102901	ENSG00000161888	0.52	PPI
ENSG00000152253	ENSG00000161888	0.75	PPI
ENSG00000167842	ENSG00000161888	0.67	PPI
ENSG00000137812	ENSG00000161888	0.6	PPI
ENSG00000116954	ENSG00000177058	0.5	PPI
ENSG00000109270	ENSG00000177058	0.5	PPI
ENSG00000113812	ENSG00000169592	0.64	PPI
ENSG00000171160	ENSG00000169592	0.56	PPI
ENSG00000115274	ENSG00000169592	0.64	PPI
ENSG00000157500	ENSG00000169592	0.49	PPI
ENSG00000116750	ENSG00000169592	0.72	PPI
ENSG00000183207	ENSG00000169592	0.64	PPI
ENSG00000175792	ENSG00000169592	0.64	PPI
ENSG00000187778	ENSG00000169592	0.64	PPI
ENSG00000101442	ENSG00000169592	0.73	PPI
ENSG00000065978	ENSG00000142864	0.5	PPI
ENSG00000094880	ENSG00000168301	0.56	PPI
ENSG00000155329	ENSG00000168301	0.56	PPI
ENSG00000072201	ENSG00000168301	0.56	PPI
ENSG00000138398	ENSG00000168301	0.56	PPI
ENSG00000137575	ENSG00000168301	0.56	PPI
ENSG00000182307	ENSG00000168301	0.56	PPI
ENSG00000087302	ENSG00000119812	0.56	PPI
ENSG00000123485	ENSG00000123485	0.64	PPI
ENSG00000108010	ENSG00000196323	0.56	PPI
ENSG00000072958	ENSG00000196323	0.56	PPI
ENSG00000150510	ENSG00000196323	0.56	PPI
ENSG00000115593	ENSG00000196323	0.56	PPI
ENSG00000101751	ENSG00000196323	0.56	PPI
ENSG00000213024	ENSG00000144395	0.56	PPI
ENSG00000157106	ENSG00000167447	0.69	PPI
ENSG00000105771	ENSG00000167447	0.71	PPI
ENSG00000104343	ENSG00000186187	0.49	PPI
ENSG00000244687	ENSG00000186187	0.53	PPI
ENSG00000078967	ENSG00000186187	0.62	PPI
ENSG00000163156	ENSG00000176903	0.56	PPI
ENSG00000160284	ENSG00000176903	0.56	PPI
ENSG00000160753	ENSG00000176903	0.6	PPI
ENSG00000159173	ENSG00000176903	0.56	PPI
ENSG00000168101	ENSG00000176903	0.56	PPI
ENSG00000133134	ENSG00000176903	0.56	PPI
ENSG00000168758	ENSG00000176903	0.56	PPI
ENSG00000100227	ENSG00000176903	0.56	PPI
ENSG00000188011	ENSG00000176903	0.56	PPI
ENSG00000267796	ENSG00000176903	0.56	PPI
ENSG00000072121	ENSG00000176903	0.56	PPI
ENSG00000135018	ENSG00000176903	0.67	PPI
ENSG00000172361	ENSG00000176903	0.56	PPI
ENSG00000137074	ENSG00000176903	0.56	PPI
ENSG00000198883	ENSG00000176903	0.56	PPI
ENSG00000166508	ENSG00000176903	0.56	PPI
ENSG00000165792	ENSG00000176903	0.56	PPI
ENSG00000171425	ENSG00000176903	0.56	PPI
ENSG00000124074	ENSG00000176903	0.6	PPI
ENSG00000125898	ENSG00000176903	0.56	PPI
ENSG00000138134	ENSG00000176903	0.56	PPI
ENSG00000174547	ENSG00000176903	0.56	PPI
ENSG00000104611	ENSG00000176903	0.56	PPI
ENSG00000155959	ENSG00000176903	0.56	PPI
ENSG00000249709	ENSG00000176903	0.56	PPI
ENSG00000153048	ENSG00000176903	0.56	PPI
ENSG00000155034	ENSG00000176903	0.56	PPI
ENSG00000197912	ENSG00000176903	0.67	PPI
ENSG00000089682	ENSG00000176903	0.56	PPI
ENSG00000119705	ENSG00000176903	0.56	PPI
ENSG00000152455	ENSG00000176903	0.6	PPI
ENSG00000168763	ENSG00000176903	0.56	PPI
ENSG00000170689	ENSG00000176903	0.56	PPI
ENSG00000145780	ENSG00000176903	0.56	PPI
ENSG00000181751	ENSG00000176903	0.56	PPI
ENSG00000132912	ENSG00000176903	0.56	PPI
ENSG00000182307	ENSG00000176903	0.56	PPI
ENSG00000187189	ENSG00000176903	0.56	PPI
ENSG00000181541	ENSG00000176903	0.56	PPI
ENSG00000115274	ENSG00000176903	0.56	PPI
ENSG00000100109	ENSG00000179304	0.56	PPI
ENSG00000100109	ENSG00000268350	0.56	PPI
ENSG00000105323	ENSG00000168175	0.56	PPI
ENSG00000168175	ENSG00000168175	0.55	PPI
ENSG00000184402	ENSG00000168175	0.56	PPI
ENSG00000140262	ENSG00000171160	0.56	PPI
ENSG00000117155	ENSG00000171160	0.56	PPI
ENSG00000095713	ENSG00000171160	0.56	PPI
ENSG00000125354	ENSG00000171160	0.56	PPI
ENSG00000144460	ENSG00000171160	0.56	PPI
ENSG00000140859	ENSG00000163596	0.56	PPI
ENSG00000114107	ENSG00000171291	0.56	PPI
ENSG00000112559	ENSG00000171291	0.74	PPI
ENSG00000123908	ENSG00000090905	0.85	PPI
